author	title	tlgAuthor	tlgId	lang	date	genre	subgenre
Lucian	Calumniae non temere credundum	0062	013	grc	170	Essays	Essay
Lucian	Cataplus	0062	016	grc	175	Essays	Essay
Lucian	Contemplantes	0062	023	grc	175	Essays	Essay
Lucian	De Domo	0062	009	grc	145	Essays	Essay
Lucian	De Syria dea	0062	041	grc	170	Essays	Essay
Lucian	De astrologia	0062	048	grc	170	Essays	Essay
Lucian	De luctu	0062	036	grc	170	Essays	Essay
Lucian	De mercede	0062	033	grc	170	Essays	Essay
Lucian	De morte Peregrini	0062	042	grc	169	Essays	Essay
Lucian	De parasito sive artem esse parasiticam	0062	030	grc	170	Essays	Essay
Lucian	De sacrificiis	0062	027	grc	170	Essays	Essay
Lucian	De saltatione	0062	045	grc	170	Essays	Essay
Lucian	Dearum judicium	0062	032	grc	170	Essays	Essay
Lucian	Demonax	0062	008	grc	185	Essays	Essay
Lucian	Deorum concilium	0062	050	grc	170	Essays	Essay
Lucian	Dialogi Marini	0062	067	grc	175	Essays	Essay
Lucian	Dialogi deorum	0062	068	grc	175	Essays	Essay
Lucian	Dialogi meretricii	0062	069	grc	175	Essays	Essay
Lucian	Dialogi mortuorum	0062	066	grc	175	Essays	Essay
Lucian	Dipsades	0062	054	grc	145	Essays	Essay
Lucian	Electrum	0062	005	grc	170	Essays	Essay
Lucian	Eunuchus	0062	047	grc	170	Essays	Essay
Lucian	Fugitivi	0062	043	grc	170	Essays	Essay
Lucian	Gallus	0062	019	grc	175	Essays	Essay
Lucian	Harmonides	0062	060	grc	170	Essays	Essay
Lucian	Hercules	0062	004	grc	170	Essays	Essay
Lucian	Hermotimus	0062	063	grc	150	Essays	Essay
Lucian	Herodotus	0062	056	grc	170	Essays	Essay
Lucian	Hesiod	0062	061	grc	170	Essays	Essay
Lucian	Hippias	0062	002	grc	170	Essays	Essay
Lucian	Icaromenippus	0062	021	grc	175	Essays	Essay
Lucian	Imagines	0062	039	grc	165	Essays	Essay
Lucian	Judicium vocalium	0062	014	grc	200	Essays	Essay
Lucian	Juppiter confuatus	0062	017	grc	175	Essays	Essay
Lucian	Juppiter trageodeus	0062	018	grc	175	Essays	Essay
Lucian	Lexiphanes	0062	046	grc	185	Essays	Essay
Lucian	Macrobii	0062	011	grc	170	Essays	Essay
Lucian	Muscae Encomium	0062	006	grc	145	Essays	Essay
Lucian	Navigium	0062	065	grc	175	Essays	Essay
Lucian	Necyomantia	0062	035	grc	175	Essays	Essay
Lucian	Nigrinus	0062	007	grc	150	Essays	Essay
Lucian	Patriae Encomium	0062	010	grc	165	Essays	Essay
Lucian	Phalaris	0062	001	grc	145	Essays	Essay
Lucian	Philopsuedes sive incredulus	0062	031	grc	175	Essays	Essay
Lucian	Piscator	0062	025	grc	175	Essays	Essay
Lucian	Podagra	0062	071	grc	170	Essays	Essay
Lucian	Pro imaginibus	0062	040	grc	165	Essays	Essay
Lucian	Pro lapsu inter salutandum	0062	058	grc	170	Essays	Essay
Lucian	Prometheus	0062	020	grc	170	Essays	Essay
Lucian	Prometheus es in verbis	0062	064	grc	170	Essays	Essay
Lucian	Pseudologista	0062	049	grc	170	Essays	Essay
Lucian	Quomodo historia conscribenda sit	0062	053	grc	165	Essays	Essay
Lucian	Rhetorum praeceptor	0062	037	grc	185	Essays	Essay
Lucian	Saturnalia	0062	055	grc	170	Essays	Essay
Lucian	Scytha	0062	062	grc	170	Essays	Essay
Lucian	Soleocista	0062	070	grc	175	Essays	Essay
Lucian	Somnium sive vita Luciani	0062	029	grc	170	Essays	Essay
Lucian	Symposium	0062	015	grc	170	Essays	Essay
Lucian	Timon	0062	022	grc	175	Essays	Essay
Lucian	Toxaris vel amicitia	0062	044	grc	163	Essays	Essay
Lucian	Tyrannicida	0062	051	grc	145	Essays	Essay
Lucian	Verae Historiae	0062	012	grc	175	Narrative	Novel
Lucian	Vitarum auctio	0062	024	grc	175	Essays	Essay
Lucian	Zeuxis	0062	057	grc	170	Essays	Essay
Lycophron	Alexandra	0341	002	grc	-270	Poetry	Epic
Lycurgus	Against Leocrates	0034	001	grc	-330	Oratory	Oratory
Lysias	Accusation of Calumny	0540	008	grc	-400	Oratory	Oratory
Lysias	Against Agoratus	0540	013	grc	-399	Oratory	Oratory
Lysias	Against Alcibiades 1	0540	014	grc	-395	Oratory	Oratory
Lysias	Against Alcibiades 2	0540	015	grc	-395	Oratory	Oratory
Lysias	Against Andocides	0540	006	grc	-400	Oratory	Oratory
Lysias	Against Diogeiton	0540	032	grc	-399	Oratory	Oratory
Lysias	Against Epicrates and his Fellow-envoys	0540	027	grc	-390	Oratory	Oratory
Lysias	Against Eratosthenes	0540	012	grc	-403	Oratory	Oratory
Lysias	Against Ergocles	0540	028	grc	-388	Oratory	Oratory
Lysias	Against Nicomachus	0540	030	grc	-399	Oratory	Oratory
Lysias	Against Pancleon	0540	023	grc	-400	Oratory	Oratory
Lysias	Against Philocrates	0540	029	grc	-388	Oratory	Oratory
Lysias	Against Philon	0540	031	grc	-398	Oratory	Oratory
Lysias	Against Simon	0540	003	grc	-393	Oratory	Oratory
Lysias	Against The Corn-Dealers	0540	022	grc	-386	Oratory	Oratory
Lysias	Against The Subversion of the Ancestral Constitution	0540	034	grc	-403	Oratory	Oratory
Lysias	Against Theomnestus 1	0540	010	grc	-384	Oratory	Oratory
Lysias	Against Theomnestus 2	0540	011	grc	-384	Oratory	Oratory
Lysias	Defense Against A Charge Of Taking Bribes	0540	021	grc	-403	Oratory	Oratory
Lysias	Defense Against a Charge of Subverting the Democracy	0540	025	grc	-400	Oratory	Oratory
Lysias	Defense in the Matter of the Olive Stump	0540	007	grc	-396	Oratory	Oratory
Lysias	For Callias	0540	005	grc	-400	Oratory	Oratory
Lysias	For Polystratus	0540	020	grc	-410	Oratory	Oratory
Lysias	For The Soldier	0540	009	grc	-395	Oratory	Oratory
Lysias	Funeral Oration	0540	002	grc	-392	Oratory	Oratory
Lysias	In Defense of Mantitheus	0540	016	grc	-392	Oratory	Oratory
Lysias	Olympic Oration	0540	033	grc	-388	Oratory	Oratory
Lysias	On A Wound By Premeditation	0540	004	grc	-400	Oratory	Oratory
Lysias	On The Property Of Eraton	0540	017	grc	-397	Oratory	Oratory
Lysias	On The Refusal Of A Pension	0540	024	grc	-403	Oratory	Oratory
Lysias	On the Confiscation of the Property Of The Brother Of Nicias	0540	018	grc	-396	Oratory	Oratory
Lysias	On the Murder of Eratosthenes	0540	001	grc	-400	Oratory	Oratory
Lysias	On the Property of Aristophanes	0540	019	grc	-388	Oratory	Oratory
Lysias	On the Scrutiny of Evandros	0540	026	grc	-382	Oratory	Oratory
Marcus Aurelius	Ad se ipsum	0562	001	grc	180	Philosophy	Philosophy
Moschus	Epitaphius Bios	0035	003	grc	-150	Poetry	Bucolic
Moschus	Eros Drapeta	0035	001	grc	-150	Poetry	Bucolic
Moschus	Europa	0035	002	grc	-150	Poetry	Bucolic
Moschus	Megara	0035	004	grc	-150	Poetry	Bucolic
New Testament	1 Corinthians	0031	007	grc	56	Religion	Theology
New Testament	1 John	0031	023	grc	90	Religion	Theology
New Testament	1 Peter	0031	021	grc	75	Religion	Theology
New Testament	1 Thessalonians	0031	013	grc	51	Religion	Theology
New Testament	1 Timothy	0031	015	grc	100	Religion	Theology
New Testament	2 Corinthians	0031	008	grc	56	Religion	Theology
New Testament	2 John	0031	024	grc	90	Religion	Theology
New Testament	2 Peter	0031	022	grc	110	Religion	Theology
New Testament	2 Thessalonians	0031	014	grc	51	Religion	Theology
New Testament	2 Timothy	0031	016	grc	100	Religion	Theology
New Testament	3 John	0031	025	grc	90	Religion	Theology
New Testament	Acts	0031	005	grc	95	Religion	Narrative
New Testament	Colossians	0031	012	grc	62	Religion	Theology
New Testament	Ephesians	0031	010	grc	80	Religion	Theology
New Testament	Galatians	0031	009	grc	55	Religion	Theology
New Testament	Hebrews	0031	019	grc	80	Religion	Theology
New Testament	James	0031	020	grc	65	Religion	Theology
New Testament	John	0031	004	grc	90	Religion	Narrative
New Testament	Jude	0031	026	grc	100	Religion	Theology
New Testament	Luke	0031	003	grc	80	Religion	Narrative
New Testament	Mark	0031	002	grc	68	Religion	Narrative
New Testament	Matthew	0031	001	grc	80	Religion	Narrative
New Testament	Philemon	0031	018	grc	54	Religion	Theology
New Testament	Philippians	0031	011	grc	54	Religion	Theology
New Testament	Revelation	0031	027	grc	95	Religion	Narrative
New Testament	Romans	0031	006	grc	57	Religion	Theology
New Testament	Titus	0031	017	grc	100	Religion	Theology
Nonnus	Dionysiaca	2045	001	grc	400	Poetry	Epic
Onasander	Strategicus	0648	001	grc	50	Technical	Military
Oppian	Halieutica	0023	001	grc	171	Poetry	Didactic
Oppian of Apamaea	Cynegetica	0024	001	grc	211	Poetry	Didactic
Parthenius of Nicaea	Narrationes Amatoriae	0655	001	grc	-20	Poetry	Erotic
Pausanias	Description of Greece	0525	001	grc	176	Technical	Geography
Philostratus of Lemnos	Imagines	1600	001	grc	230	Technical	Art History
Philostratus the Athenian	De Gymnastica	0638	007	grc	220	Essays	Essay
Philostratus the Athenian	Epistulae et dialexeis	0638	006	grc	220	Letters	Letters
Philostratus the Athenian	Heroicus	0638	004	grc	213	Essays	Essay
Philostratus the Athenian	Nero	0638	005	grc	217	Essays	Essay
Philostratus the Athenian	Vita Apollonii	0638	001	grc	238	Narrative	Biography
Philostratus the Athenian	Vitae Sophistarum	0638	003	grc	237	Narrative	Biography
Philostratus the Younger	Imagines	0652	001	grc	250	Technical	Art History
Pindar	Isthmians	0033	004	grc	-480	Poetry	Choral
Pindar	Nemeans	0033	003	grc	-485	Poetry	Choral
Pindar	Olympians	0033	001	grc	-488	Poetry	Choral
Pindar	Pythians	0033	002	grc	-498	Poetry	Choral
Plato	Alcibiades 1	0059	013	grc	-390	Philosophy	Philosophy
Plato	Alcibiades 2	0059	014	grc	-300	Philosophy	Philosophy
Plato	Apology	0059	002	grc	-395	Philosophy	Philosophy
Plato	Charmides	0059	018	grc	-395	Philosophy	Philosophy
Plato	Cleitophon	0059	029	grc	-355	Philosophy	Philosophy
Plato	Cratylus	0059	005	grc	-375	Philosophy	Philosophy
Plato	Critias	0059	032	grc	-355	Philosophy	Philosophy
Plato	Crito	0059	003	grc	-395	Philosophy	Philosophy
Plato	Epinomis	0059	035	grc	-350	Philosophy	Philosophy
Plato	Epistles	0059	036	grc	-355	Philosophy	Philosophy
Plato	Euthydemus	0059	021	grc	-375	Philosophy	Philosophy
Plato	Euthyphro	0059	001	grc	-395	Philosophy	Philosophy
Plato	Gorgias	0059	023	grc	-395	Philosophy	Philosophy
Plato	Hipparchus	0059	015	grc	-350	Philosophy	Philosophy
Plato	Hippias Major	0059	025	grc	-395	Philosophy	Philosophy
Plato	Hippias Minor	0059	026	grc	-395	Philosophy	Philosophy
Plato	Ion	0059	027	grc	-395	Philosophy	Philosophy
Plato	Laches	0059	019	grc	-395	Philosophy	Philosophy
Plato	Laws	0059	034	grc	-355	Philosophy	Philosophy
Plato	Lovers	0059	016	grc	-395	Philosophy	Philosophy
Plato	Lysis	0059	020	grc	-395	Philosophy	Philosophy
Plato	Menexenus	0059	028	grc	-375	Philosophy	Philosophy
Plato	Meno	0059	024	grc	-375	Philosophy	Philosophy
Plato	Minos	0059	033	grc	-350	Philosophy	Philosophy
Plato	Parmenides	0059	009	grc	-375	Philosophy	Philosophy
Plato	Phaedo	0059	004	grc	-375	Philosophy	Philosophy
Plato	Phaedrus	0059	012	grc	-375	Philosophy	Philosophy
Plato	Philebus	0059	010	grc	-355	Philosophy	Philosophy
Plato	Protagoras	0059	022	grc	-395	Philosophy	Philosophy
Plato	Republic	0059	030	grc	-375	Philosophy	Philosophy
Plato	Sophist	0059	007	grc	-365	Philosophy	Philosophy
Plato	Statesman	0059	008	grc	-365	Philosophy	Philosophy
Plato	Symposium	0059	011	grc	-375	Philosophy	Philosophy
Plato	Theaetetus	0059	006	grc	-375	Philosophy	Philosophy
Plato	Theages	0059	017	grc	-345	Philosophy	Philosophy
Plato	Timaeus	0059	031	grc	-355	Philosophy	Philosophy
Plotinus	Enneads	2000	001	grc	270	Philosophy	Philosophy
Plutarch	Ad principem ineruditum	0007	116	grc	95	Essays	Essay
Plutarch	Adversus Colotem	0007	140	grc	95	Essays	Essay
Plutarch	Aemilius Paulus	0007	019	grc	95	Narrative	Biography
Plutarch	Agesilaus	0007	044	grc	95	Narrative	Biography
Plutarch	Agis	0007	051a	grc	95	Narrative	Biography
Plutarch	Alcibiades	0007	015	grc	95	Narrative	Biography
Plutarch	Alexander	0007	047	grc	95	Narrative	Biography
Plutarch	Amatoriae narrationes	0007	114	grc	95	Essays	Essay
Plutarch	Amatorius	0007	113	grc	95	Essays	Essay
Plutarch	An Recte Dictum Sit Latenter Esse Vivendum	0007	141	grc	95	Essays	Essay
Plutarch	An seni respublica gerenda sit	0007	117	grc	95	Essays	Essay
Plutarch	An virtus doceri possit	0007	093	grc	95	Essays	Essay
Plutarch	An vitiositas ad infelicitatem sufficia	0007	099	grc	95	Essays	Essay
Plutarch	Animine an corporis affectiones sint peiores	0007	100	grc	95	Essays	Essay
Plutarch	Antony	0007	058	grc	95	Narrative	Biography
Plutarch	Apophthegmata Laconica	0007	082	grc	95	Essays	Essay
Plutarch	Aquane an ignis sit utilior	0007	128	grc	95	Essays	Essay
Plutarch	Aratus	0007	063	grc	95	Narrative	Biography
Plutarch	Aristides	0007	024	grc	95	Narrative	Biography
Plutarch	Artaxerxes	0007	064	grc	95	Narrative	Biography
Plutarch	Bruta animalia ratione uti	0007	130	grc	95	Essays	Essay
Plutarch	Brutus	0007	061	grc	95	Narrative	Biography
Plutarch	Caesar	0007	048	grc	95	Narrative	Biography
Plutarch	Caius Gracchus	0007	052b	grc	95	Narrative	Biography
Plutarch	Caius Marcius Coriolanus	0007	016	grc	95	Narrative	Biography
Plutarch	Caius Marius	0007	031	grc	95	Narrative	Biography
Plutarch	Camillus	0007	011	grc	95	Narrative	Biography
Plutarch	Cato the Younger	0007	050	grc	95	Narrative	Biography
Plutarch	Cicero	0007	055	grc	95	Narrative	Biography
Plutarch	Cimon	0007	035	grc	95	Narrative	Biography
Plutarch	Cleomenes	0007	051b	grc	95	Narrative	Biography
Plutarch	Comparationis Aristophanis et Menandri compendium	0007	122	grc	95	Narrative	Biography
Plutarch	Comparison of Agesilaus and Pompey	0007	046	grc	95	Narrative	Biography
Plutarch	Comparison of Agis and Cleomenes and the Gracchi	0007	053	grc	95	Narrative	Biography
Plutarch	Comparison of Alcibiades and Coriolanus	0007	017	grc	95	Narrative	Biography
Plutarch	Comparison of Aristides with Marcus Cato	0007	026	grc	95	Narrative	Biography
Plutarch	Comparison of Demetrius and Antony	0007	059	grc	95	Narrative	Biography
Plutarch	Comparison of Demosthenes with Cicero	0007	056	grc	95	Narrative	Biography
Plutarch	Comparison of Dion and Brutus	0007	062	grc	95	Narrative	Biography
Plutarch	Comparison of Lucullus and Cimon	0007	037	grc	95	Narrative	Biography
Plutarch	Comparison of Lycurgus and Numa	0007	006	grc	95	Narrative	Biography
Plutarch	Comparison of Lysander and Sulla	0007	034	grc	95	Narrative	Biography
Plutarch	Comparison of Nicias and Crassus	0007	040	grc	95	Narrative	Biography
Plutarch	Comparison of Pelopidas and Marcellus	0007	023	grc	95	Narrative	Biography
Plutarch	Comparison of Pericles and Fabius Maximus	0007	014	grc	95	Narrative	Biography
Plutarch	Comparison of Philopoemen and Titus	0007	029	grc	95	Narrative	Biography
Plutarch	Comparison of Sertorius and Eumenes	0007	043	grc	95	Narrative	Biography
Plutarch	Comparison of Solon and Publicola	0007	009	grc	95	Narrative	Biography
Plutarch	Comparison of Theseus and Romulus	0007	003	grc	95	Narrative	Biography
Plutarch	Comparison of Timoleon and Aemilius	0007	020	grc	95	Narrative	Biography
Plutarch	Compendium Argumenti Stoicos absurdiora poetis dicere	0007	137	grc	95	Essays	Essay
Plutarch	Compendium libri de animae procreatione in Timaeo	0007	135	grc	95	Essays	Essay
Plutarch	Conjugalia Praecepta	0007	078	grc	95	Essays	Essay
Plutarch	Consolatio ad Apollonium	0007	076	grc	95	Oratory	Oratory
Plutarch	Consolatio ad uxorem	0007	111	grc	95	Oratory	Oratory
Plutarch	Crassus	0007	039	grc	95	Narrative	Biography
Plutarch	De Alexandri magni fortuna aut virtute	0007	087	grc	95	Essays	Essay
Plutarch	De E apud Delphos	0007	090	grc	95	Essays	Essay
Plutarch	De Herodoti malignitate	0007	123	grc	95	Essays	Essay
Plutarch	De Iside et Osiride	0007	089	grc	95	Essays	Essay
Plutarch	De Pythiae oraculis	0007	091	grc	95	Essays	Essay
Plutarch	De Recta Ratione Audiendi	0007	069	grc	95	Essays	Essay
Plutarch	De Se Ipsum Citra Invidiam Laudando	0007	106	grc	95	Essays	Essay
Plutarch	De Stoicorum repugnantiis	0007	136	grc	95	Essays	Essay
Plutarch	De amicorum multitudine	0007	073	grc	95	Essays	Essay
Plutarch	De amore prolis	0007	098	grc	95	Essays	Essay
Plutarch	De animae procreatione in Timaeo	0007	134	grc	95	Essays	Essay
Plutarch	De capienda ex inimicis utilitate	0007	072	grc	95	Essays	Essay
Plutarch	De cohibenda ira	0007	095	grc	95	Essays	Essay
Plutarch	De communibus notitiis adversus Stoicos	0007	138	grc	95	Essays	Essay
Plutarch	De cupiditate divitiarum	0007	103	grc	95	Essays	Essay
Plutarch	De curiositate	0007	102	grc	95	Essays	Essay
Plutarch	De defectu oraculorum	0007	092	grc	95	Essays	Essay
Plutarch	De esu carnium I	0007	131	grc	95	Essays	Essay
Plutarch	De esu carnium II	0007	132	grc	95	Essays	Essay
Plutarch	De exilio	0007	110	grc	95	Essays	Essay
Plutarch	De faciae quae in orbe lunae apparet	0007	126	grc	95	Essays	Essay
Plutarch	De fato	0007	108	grc	95	Essays	Essay
Plutarch	De fortuna	0007	074	grc	95	Essays	Essay
Plutarch	De fortuna Romanorum	0007	086	grc	95	Essays	Essay
Plutarch	De fraterno amore	0007	097	grc	95	Essays	Essay
Plutarch	De garrulitate	0007	101	grc	95	Essays	Essay
Plutarch	De genio Socratis	0007	109	grc	95	Essays	Essay
Plutarch	De gloria Atheniensium	0007	088	grc	95	Essays	Essay
Plutarch	De invidia et odio	0007	105	grc	95	Essays	Essay
Plutarch	De liberis educandis	0007	067	grc	95	Essays	Essay
Plutarch	De primo frigido	0007	127	grc	95	Essays	Essay
Plutarch	De sera numinis vindicta	0007	107	grc	95	Essays	Essay
Plutarch	De sollertia animalium	0007	129	grc	95	Essays	Essay
Plutarch	De superstitione	0007	080	grc	95	Essays	Essay
Plutarch	De tranquilitate animi	0007	096	grc	95	Essays	Essay
Plutarch	De tuenda sanitate praecepta	0007	077	grc	95	Essays	Essay
Plutarch	De unius in republica dominatione	0007	119	grc	95	Essays	Essay
Plutarch	De virtute et vitio	0007	075	grc	95	Essays	Essay
Plutarch	De virtute morali	0007	094	grc	95	Essays	Essay
Plutarch	De vitando aere alieno	0007	120	grc	95	Essays	Essay
Plutarch	De vitioso pudore	0007	104	grc	95	Essays	Essay
Plutarch	Demetrius	0007	057	grc	95	Narrative	Biography
Plutarch	Demosthenes	0007	054	grc	95	Narrative	Biography
Plutarch	Dion	0007	060	grc	95	Narrative	Biography
Plutarch	Eumenes	0007	041	grc	95	Narrative	Biography
Plutarch	Fabius Maximus	0007	013	grc	95	Narrative	Biography
Plutarch	Galba	0007	065	grc	95	Narrative	Biography
Plutarch	Instituta Laconica	0007	082a	grc	95	Essays	Essay
Plutarch	Lacaenarum Apophthegmata	0007	082b	grc	95	Essays	Essay
Plutarch	Lucullus	0007	036	grc	95	Narrative	Biography
Plutarch	Lycurgus	0007	004	grc	95	Narrative	Biography
Plutarch	Lysander	0007	032	grc	95	Narrative	Biography
Plutarch	Marcellus	0007	022	grc	95	Narrative	Biography
Plutarch	Marcus Cato	0007	025	grc	95	Narrative	Biography
Plutarch	Maxime cum principbus philosopho esse diserendum	0007	115	grc	95	Essays	Essay
Plutarch	Mulierum virtutes	0007	083	grc	95	Essays	Essay
Plutarch	Nicias	0007	038	grc	95	Narrative	Biography
Plutarch	Non posse suaviter vivi secundum Epicurum	0007	139	grc	95	Essays	Essay
Plutarch	Numa	0007	005	grc	95	Narrative	Biography
Plutarch	Otho	0007	066	grc	95	Narrative	Biography
Plutarch	Parallela minora	0007	085	grc	95	Narrative	Biography
Plutarch	Pelopidas	0007	021	grc	95	Narrative	Biography
Plutarch	Pericles	0007	012	grc	95	Narrative	Biography
Plutarch	Philopoemen	0007	027	grc	95	Narrative	Biography
Plutarch	Phocion	0007	049	grc	95	Narrative	Biography
Plutarch	Platonicae quaestiones	0007	133	grc	95	Essays	Essay
Plutarch	Pompey	0007	045	grc	95	Narrative	Biography
Plutarch	Praecepta gerendae reipublicae	0007	118	grc	95	Essays	Essay
Plutarch	Publicola	0007	008	grc	95	Narrative	Biography
Plutarch	Pyrrhus	0007	030	grc	95	Narrative	Biography
Plutarch	Quaestiones Convivales	0007	112	grc	95	Essays	Essay
Plutarch	Quaestiones Graecae	0007	084b	grc	95	Essays	Essay
Plutarch	Quaestiones Naturales	0007	125	grc	95	Essays	Essay
Plutarch	Quaestiones Romanae	0007	084a	grc	95	Essays	Essay
Plutarch	Quomodo adolescens poetas audire debeat	0007	068	grc	95	Essays	Essay
Plutarch	Quomodo adulator ab amico internoscatur	0007	070	grc	95	Essays	Essay
Plutarch	Quomodo quis suos in virtute sentiat profectus	0007	071	grc	95	Essays	Essay
Plutarch	Regum et imperatorum apophthegmata	0007	081	grc	95	Essays	Essay
Plutarch	Romulus	0007	002	grc	95	Narrative	Biography
Plutarch	Septem sapientium convivium	0007	079	grc	95	Essays	Essay
Plutarch	Sertorius	0007	042	grc	95	Narrative	Biography
Plutarch	Solon	0007	007	grc	95	Narrative	Biography
Plutarch	Sulla	0007	033	grc	95	Narrative	Biography
Plutarch	Themistocles	0007	010	grc	95	Narrative	Biography
Plutarch	Theseus	0007	001	grc	95	Narrative	Biography
Plutarch	Tiberius Gracchus	0007	052a	grc	95	Narrative	Biography
Plutarch	Timoleon	0007	018	grc	95	Narrative	Biography
Plutarch	Titus Flamininus	0007	028	grc	95	Narrative	Biography
Plutarch	Vitae decem oratorum	0007	121	grc	95	Narrative	Biography
Polybius	Histories	0543	001	grc	-250	Narrative	History
Pseudo Apollodorus	Library	0548	001	grc	100	Narrative	Mythology
Pseudo-Aristides	Ars Rhetorica	0284	056	grc	200	Technical	Rhetoric, poetics, criticism
Pseudo-Plutarch	De musica	0094	002	grc	200	Essays	Essay
Pseudo-Plutarch	Placita Philosophorum	0094	003	grc	200	Essays	Essay
Quintus Smyrnaeus	Fall of Troy	2046	001	grc	350	Poetry	Epic
Septuaginta	Abdias	0527	040	grc	-150	Religion	Narrative
Septuaginta	Aggaeus	0527	045	grc	-150	Religion	Narrative
Septuaginta	Amos	0527	037	grc	-150	Religion	Narrative
Septuaginta	Baruch	0527	050	grc	-150	Religion	Narrative
Septuaginta	Bel et Draco (LXX)	0527	058	grc	-150	Religion	Narrative
Septuaginta	Canticum	0527	031	grc	-150	Religion	Narrative
Septuaginta	Daniel (LXX)	0527	056	grc	-150	Religion	Narrative
Septuaginta	Deuteronomium	0527	005	grc	-250	Religion	Narrative
Septuaginta	Ecclesiastes	0527	030	grc	-150	Religion	Narrative
Septuaginta	Epistula Jeremiae	0527	052	grc	-150	Religion	Narrative
Septuaginta	Esdras I	0527	017	grc	-150	Religion	Narrative
Septuaginta	Esdras II	0527	018	grc	-150	Religion	Narrative
Septuaginta	Esther	0527	019	grc	-150	Religion	Narrative
Septuaginta	Exodus	0527	002	grc	-250	Religion	Narrative
Septuaginta	Ezechiel	0527	053	grc	-150	Religion	Narrative
Septuaginta	Genesis	0527	001	grc	-250	Religion	Narrative
Septuaginta	Habacuc	0527	043	grc	-150	Religion	Narrative
Septuaginta	Isaias	0527	048	grc	-150	Religion	Narrative
Septuaginta	Jeremias	0527	049	grc	-150	Religion	Narrative
Septuaginta	Job	0527	032	grc	-150	Religion	Narrative
Septuaginta	Joel	0527	039	grc	-150	Religion	Narrative
Septuaginta	Jonas	0527	041	grc	-150	Religion	Narrative
Septuaginta	Josue (cod. Vat.)	0527	007	grc	-150	Religion	Narrative
Septuaginta	Judices (cod. Al.)	0527	008	grc	-150	Religion	Narrative
Septuaginta	Judith	0527	020	grc	-150	Religion	Narrative
Septuaginta	Lamentationes	0527	051	grc	-150	Religion	Narrative
Septuaginta	Leviticus	0527	003	grc	-250	Religion	Narrative
Septuaginta	Machabaeorum I	0527	023	grc	-150	Religion	Narrative
Septuaginta	Machabaeorum II	0527	024	grc	-150	Religion	Narrative
Septuaginta	Machabaeorum IV	0527	026	grc	-150	Religion	Narrative
Septuaginta	Machabaeourum III	0527	025	grc	-150	Religion	Narrative
Septuaginta	Malachias	0527	047	grc	-150	Religion	Narrative
Septuaginta	Michaeas	0527	038	grc	-150	Religion	Narrative
Septuaginta	Nahum	0527	042	grc	-150	Religion	Narrative
Septuaginta	Numeri	0527	004	grc	-250	Religion	Narrative
Septuaginta	Odae	0527	028	grc	-150	Religion	Narrative
Septuaginta	Osee	0527	036	grc	-150	Religion	Narrative
Septuaginta	Paralipomenon I	0527	015	grc	-150	Religion	Narrative
Septuaginta	Paralipomenon II	0527	016	grc	-150	Religion	Narrative
Septuaginta	Proverbia	0527	029	grc	-150	Religion	Narrative
Septuaginta	Psalmi	0527	027	grc	-150	Religion	Psalms
Septuaginta	Psalmi Salomonis	0527	035	grc	-150	Religion	Psalms
Septuaginta	Regnorum I	0527	011	grc	-150	Religion	Narrative
Septuaginta	Regnorum II	0527	012	grc	-150	Religion	Narrative
Septuaginta	Regnorum III	0527	013	grc	-150	Religion	Narrative
Septuaginta	Regnorum IV	0527	014	grc	-150	Religion	Narrative
Septuaginta	Ruth	0527	010	grc	-150	Religion	Narrative
Septuaginta	Sapientia Salomonis	0527	033	grc	-150	Religion	Narrative
Septuaginta	Siracides	0527	034	grc	-150	Religion	Narrative
Septuaginta	Sophonias	0527	044	grc	-150	Religion	Narrative
Septuaginta	Susanna (LXX)	0527	054	grc	-150	Religion	Narrative
Septuaginta	Tobias (cod. Vat. et Alex.)	0527	021	grc	-150	Religion	Narrative
Septuaginta	Zacharias	0527	046	grc	-150	Religion	Narrative
Sophocles	Ajax	0011	003	grc	-442	Tragedy	Tragedy
Sophocles	Antigone	0011	002	grc	-442	Tragedy	Tragedy
Sophocles	Electra	0011	005	grc	-405	Tragedy	Tragedy
Sophocles	Ichneutae	0011	008	grc	-445	Tragedy	Tragedy
Sophocles	Oedipus Tyrannus	0011	004	grc	-429	Tragedy	Tragedy
Sophocles	Oedipus at Colonus	0011	007	grc	-401	Tragedy	Tragedy
Sophocles	Philoctetes	0011	006	grc	-409	Tragedy	Tragedy
Sophocles	Trachiniae	0011	001	grc	-450	Tragedy	Tragedy
Strabo	Geography	0099	001	grc	-7	Technical	Geography
Theocritus	Epigrams	0005	002	grc	-270	Poetry	Epigrams
Theocritus	Idylls	0005	001	grc	-270	Poetry	Bucolic
Theophrastus	Characters	0093	009	grc	-300	Philosophy	Philosophy
Thucydides	History	0003	001	grc	-400	Narrative	History
Triphiodorus	The Taking of Ilios	0647	001	grc	250	Poetry	Epic
Xenophon	Agesilaus	0032	009	grc	-355	Narrative	Biography
Xenophon	Anabasis	0032	006	grc	-370	Narrative	History
Xenophon	Apology	0032	005	grc	-371	Philosophy	Philosophy
Xenophon	Constitution of the Lacedaemonians	0032	010	grc	-370	Technical	Politics
Xenophon	Cyropaedia	0032	007	grc	-370	Narrative	Biography
Xenophon	Economics	0032	003	grc	-362	Philosophy	Philosophy
Xenophon	Hellenica	0032	001	grc	-360	Narrative	History
