Deut.10	144693	145524
Deut.11	145525	145826
Deut.12	145827	147817
Deut.13	147818	148714
Deut.14	148715	149420
Deut.15	149421	149518
Deut.16	149519	149820
Deut.17	149821	150259
Deut.18	150260	152240
Deut.19	152241	152965
Deut.20	152966	155065
Deut.21	155066	155141
Deut.22	155142	156251
Deut.23	156252	157894
Deut.24	157895	158084
Deut.25	158085	158925
Deut.26	158926	159226
Deut.27	159227	159382
Deut.28	159383	159618
Deut.29	159619	160161
Deut.30	160162	160844
Deut.31	160845	160960
Deut.32	160961	161092
Eccl.1	161093	162126
Esth.1	162127	167481
Esth.2	167482	168211
Esth.3	168212	168745
Esth.4	168746	169106
Esth.5	169107	169707
Esth.6	169708	170489
Esth.7	170490	170554
Esth.8	170555	171034
Esth.9	171035	171270
Esth.10	171271	171660
Esth.11	171661	172096
Exod.1	172097	172262
Exod.2	172263	173118
Exod.3	173119	174246
Exod.4	174247	174469
Exod.5	174470	175310
Exod.6	175311	175363
Exod.7	175364	175688
Exod.8	175689	175729
Exod.9	175730	175884
Exod.10	175885	176011
Exod.11	176012	176357
Exod.12	176358	177184
Exod.13	177185	177342
Exod.14	177343	177710
Exod.15	177711	178066
Exod.16	178067	178401
Exod.17	178402	178667
Exod.18	178668	178870
Exod.19	178871	179153
Exod.20	179154	179678
Exod.21	179679	180101
Exod.22	180102	180243
Exod.23	180244	180413
Exod.24	180414	180958
Exod.25	180959	181302
Exod.26	181303	181595
Exod.27	181596	181772
Exod.28	181773	182068
Exod.29	182069	182591
Exod.30	182592	183174
Exod.31	183175	183392
Exod.32	183393	183531
Exod.33	183532	183590
Exod.34	183591	184269
Exod.35	184270	185028
Exod.36	185029	185206
Exod.37	185207	185315
Exod.38	185316	185425
Exod.39	185426	185919
Exod.40	185920	186445
Exod.41	186446	186600
Exod.42	186601	187403
Exod.43	187404	187828
Exod.44	187829	188229
Exod.45	188230	188368
Exod.46	188369	188708
Exod.47	188709	188901
Exod.48	188902	189928
Exod.49	189929	191911
Exod.50	191912	192117
Exod.51	192118	192266
Exod.52	192267	192370
Exod.53	192371	192901
Exod.54	192902	193241
Exod.55	193242	193457
Exod.56	193458	194439
Exod.57	194440	195205
Exod.58	195206	195509
Exod.59	195510	196094
Exod.60	196095	197078
Exod.61	197079	197266
Exod.62	197267	197405
Exod.63	197406	197569
Exod.64	197570	197675
Exod.65	197676	198408
Exod.66	198409	198540
Exod.67	198541	199059
Exod.68	199060	199326
Exod.69	199327	199872
Exod.70	199873	200006
Ezek.1	200007	200818
Ezek.2	200819	200898
Ezek.3	200899	200961
Ezek.4	200962	201106
Ezek.5	201107	201240
Ezek.6	201241	201392
Ezek.7	201393	202130
Ezek.8	202131	202242
Ezek.9	202243	202405
Ezek.10	202406	202610
Ezek.11	202611	202819
Ezek.12	202820	202956
Ezek.13	202957	203040
Ezek.14	203041	203431
Ezek.15	203432	203530
Ezek.16	203531	205008
Ezek.17	205009	205090
Ezek.18	205091	205244
Ezek.19	205245	205524
Ezek.20	205525	205693
Ezek.21	205694	205896
Ezek.22	205897	205984
Ezek.23	205985	206103
Ezek.24	206104	206512
Ezek.25	206513	206753
Ezek.26	206754	207042
Ezek.27	207043	207265
Ezek.28	207266	207369
Ezek.29	207370	207538
Ezek.30	207539	208300
Ezek.31	208301	209231
Ezek.32	209232	209594
Ezek.33	209595	210327
Ezek.34	210328	210479
Ezek.35	210480	210582
Ezek.36	210583	211744
Ezek.37	211745	211851
Ezek.38	211852	212011
Ezek.39	212012	212133
Ezek.40	212134	212210
Ezek.41	212211	212357
Ezek.42	212358	212383
Ezek.43	212384	212444
Ezek.44	212445	212556
Ezek.45	212557	212859
Ezek.46	212860	212991
Ezek.47	212992	213179
Ezek.48	213180	214167
Ezek.49	214168	214359
Ezek.50	214360	214481
Ezek.51	214482	215114
Ezek.52	215115	215301
Ezek.53	215302	216679
Ezek.54	216680	217168
Ezek.55	217169	217259
Ezek.56	217260	217406
Ezek.57	217407	217490
Ezek.58	217491	217789
Ezek.59	217790	218834
Ezek.60	218835	219228
Ezek.61	219229	219537
Ezek.62	219538	219728
Ezek.63	219729	219789
Ezek.64	219790	220853
Ezek.65	220854	221160
Ezek.66	221161	222435
Ezek.67	222436	224125
Ezek.68	224126	227814
Ezek.69	227815	228251
Ezek.70	228252	229350
Ezek.71	229351	230963
Ezra.1	230964	231396
Ezra.2	231397	231823
Ezra.3	231824	231850
Ezra.4	231851	232177
Ezra.5	232178	232466
Ezra.6	232467	232536
Ezra.7	232537	232723
Ezra.8	232724	232912
Ezra.9	232913	232999
Ezra.10	233000	233159
Ezra.11	233160	233343
Ezra.12	233344	233404
Ezra.13	233405	233484
Ezra.14	233485	233892
Ezra.15	233893	234204
Ezra.16	234205	234284
Ezra.17	234285	234366
Ezra.18	234367	234476
Ezra.19	234477	234581
Ezra.20	234582	234715
Ezra.21	234716	235123
Ezra.22	235124	235187
Ezra.23	235188	235429
Ezra.24	235430	235890
Ezra.25	235891	236000
Ezra.26	236001	236044
Ezra.27	236045	236569
Ezra.28	236570	236602
Ezra.29	236603	236724
Ezra.30	236725	236879
Ezra.31	236880	237034
Ezra.32	237035	237112
Ezra.33	237113	237430
Gen.1	237431	237520
Gen.2	237521	237586
Gen.3	237587	237702
Gen.4	237703	237840
Gen.5	237841	237941
Gen.6	237942	238222
Gen.7	238223	238283
Gen.8	238284	239286
Gen.9	239287	239920
Gen.10	239921	240268
Gen.11	240269	240334
Gen.12	240335	240390
Gen.13	240391	240599
Gen.14	240600	240684
Gen.15	240685	242574
Gen.16	242575	242772
Gen.17	242773	243299
Gen.18	243300	243499
Gen.19	243500	244145
Gen.20	244146	244798
Gen.21	244799	246698
Gen.22	246699	249283
Gen.23	249284	249536
Gen.24	249537	250048
Gen.25	250049	252162
Gen.26	252163	252503
Gen.27	252504	258099
Gen.28	258100	259982
Gen.29	259983	260197
Gen.30	260198	260474
Gen.31	260475	260586
Gen.32	260587	261120
Gen.33	261121	261314
Gen.34	261315	262127
Gen.35	262128	263900
Gen.36	263901	267176
Gen.37	267177	268682
Gen.38	268683	269715
Gen.39	269716	270287
Gen.40	270288	270350
Gen.41	270351	270492
Gen.42	270493	270701
Hab.1	270702	271956
Hab.2	271957	272001
Hab.3	272002	272174
Hab.4	272175	272373
Hag.1	272374	272559
Hag.2	272560	272636
Hag.3	272637	272875
Hag.4	272876	273139
Hos.1	273140	273562
Hos.2	273563	274095
Hos.3	274096	274333
Hos.4	274334	274453
Hos.5	274454	275253
Hos.6	275254	277097
Isa.1	277098	277650
Isa.2	277651	277900
Isa.3	277901	278220
Isa.4	278221	278800
Isa.5	278801	279021
Isa.6	279022	279425
Isa.7	279426	279740
Isa.8	279741	280107
Isa.9	280108	280299
Isa.10	280300	281646
Isa.11	281647	282086
Isa.12	282087	282108
Isa.13	282109	282371
Isa.14	282372	283185
Isa.15	283186	283272
Isa.16	283273	285084
Isa.17	285085	285571
Isa.18	285572	286123
Isa.19	286124	286531
Isa.20	286532	286619
Isa.21	286620	286702
Isa.22	286703	287669
Isa.23	287670	288822
Isa.24	288823	289670
Isa.25	289671	290768
Isa.26	290769	292967
Isa.27	292968	293530
Isa.28	293531	293813
Isa.29	293814	293897
Isa.30	293898	294061
Isa.31	294062	294123
Isa.32	294124	294225
Isa.33	294226	294525
Isa.34	294526	295103
Isa.35	295104	295540
Isa.36	295541	295915
Isa.37	295916	295995
Isa.38	295996	297031
Isa.39	297032	297592
Isa.40	297593	297976
Isa.41	297977	303072
Jer.1	303073	304126
Jer.2	304127	304224
Jer.3	304225	304263
Jer.4	304264	304448
Jer.5	304449	304501
Jer.6	304502	305331
Jer.7	305332	305475
Jer.8	305476	306036
Jer.9	306037	306516
Jer.10	306517	307320
Jer.11	307321	307645
Jer.12	307646	307802
Jer.13	307803	309592
Jer.14	309593	310344
Jer.15	310345	311509
Jer.16	311510	311979
Jer.17	311980	312535
Jer.18	312536	313065
Jer.19	313066	314347
Jer.20	314348	314424
Jer.21	314425	315046
Jer.22	315047	315298
Jer.23	315299	315452
Jer.24	315453	315836
Jer.25	315837	317423
Jer.26	317424	318103
Jer.27	318104	318318
Jer.28	318319	319339
Jer.29	319340	320092
Jer.30	320093	320675
Jer.31	320676	320788
Jer.32	320789	321136
Jer.33	321137	321294
Jer.34	321295	321479
Jer.35	321480	322080
Jer.36	322081	322255
Jer.37	322256	322452
Jer.38	322453	322807
Jer.39	322808	323843
Jer.40	323844	324122
Jer.41	324123	324983
Jer.42	324984	325916
Jer.43	325917	326406
Jer.44	326407	326703
Jer.45	326704	326984
Jer.46	326985	327563
Jer.47	327564	328171
Jer.48	328172	328443
Jer.49	328444	329288
Jer.50	329289	329403
Jer.51	329404	329485
Jer.52	329486	329522
Jer.53	329523	329545
Jer.54	329546	330560
Jer.55	330561	332966
Jer.56	332967	333202
Jer.57	333203	333788
Jer.58	333789	339477
Job.1	339478	339731
Job.2	339732	340183
Job.3	340184	340441
Job.4	340442	340557
Job.5	340558	340862
Job.6	340863	341445
Job.7	341446	342088
Job.8	342089	342357
Job.9	342358	343050
Job.10	343051	343293
Job.11	343294	344226
Job.12	344227	346062
Job.13	346063	346799
Job.14	346800	347401
Job.15	347402	347975
Job.16	347976	348072
Job.17	348073	348925
Job.18	348926	349343
Job.19	349344	349363
Job.20	349364	349437
Job.21	349438	350718
Job.22	350719	351430
Job.23	351431	352281
Job.24	352282	352301
Job.25	352302	352332
Job.26	352333	352985
Joel.1	352986	353638
Joel.2	353639	353943
Jonah.1	353944	355420
Josh.1	355421	356219
Josh.2	356220	356475
Josh.3	356476	357395
Josh.4	357396	357698
Josh.5	357699	358096
Josh.6	358097	358593
Josh.7	358594	359107
Josh.8	359108	359580
Josh.9	359581	360462
Josh.10	360463	360974
Josh.11	360975	361353
Josh.12	361354	361555
Josh.13	361556	361617
Josh.14	361618	362259
Josh.15	362260	362501
Josh.16	362502	362720
Josh.17	362721	363091
Josh.18	363092	363264
Josh.19	363265	363345
Josh.20	363346	363595
Josh.21	363596	363730
Josh.22	363731	364296
Josh.23	364297	364554
Josh.24	364555	364691
Josh.25	364692	365226
Josh.26	365227	365577
Josh.27	365578	365896
Josh.28	365897	366415
Josh.29	366416	366899
Josh.30	366900	367117
Josh.31	367118	367688
Josh.32	367689	367962
Josh.33	367963	368366
Josh.34	368367	368510
Josh.35	368511	368648
Josh.36	368649	368745
Josh.37	368746	368893
Josh.38	368894	369030
Josh.39	369031	369164
Josh.40	369165	369266
Josh.41	369267	369569
Josh.42	369570	369801
Josh.43	369802	369984
Josh.44	369985	370641
Josh.45	370642	370895
Josh.46	370896	371044
Josh.47	371045	371306
Josh.48	371307	371608
Josh.49	371609	371798
Josh.50	371799	372301
Josh.51	372302	372800
Josh.52	372801	373146
Judg.1	373147	373462
Judg.2	373463	373667
Judg.3	373668	373940
Judg.4	373941	374044
Judg.5	374045	374220
Judg.6	374221	374234
Judg.7	374235	374356
Judg.8	374357	374836
Judg.9	374837	374981
Judg.10	374982	375117
Judg.11	375118	376328
Judg.12	376329	376846
Judg.13	376847	377000
Judg.14	377001	377100
Judg.15	377101	377483
Judg.16	377484	377755
Judg.17	377756	377989
Judg.18	377990	378292
Judg.19	378293	378475
Judg.20	378476	378596
Judg.21	378597	379088
Judg.22	379089	379583
Judg.23	379584	379651
Judg.24	379652	379716
Judg.25	379717	380266
Judg.26	380267	380356
Judg.27	380357	380872
Judg.28	380873	381000
Judg.29	381001	381175
Judg.30	381176	381220
Judg.31	381221	381276
Judg.32	381277	381440
Judg.33	381441	381571
Judg.34	381572	381617
Judg.35	381618	381695
Judg.36	381696	381890
Judg.37	381891	382364
Judg.38	382365	382445
Judg.39	382446	382492
Judg.40	382493	382936
Judg.41	382937	382989
Judg.42	382990	383020
Judg.43	383021	383077
